;fecha;último;apertura;máximo;mínimo;volumen;%var;;
106;29.05.2018;9521,3;9668,4;9668,4;9447,6;364.03M;-2,49%;;
105;30.05.2018;9566,2;9553;9618,3;9477,2;283.88M;0,47%;;
104;31.05.2018;9465,5;9625,1;9649;9400,3;355.89M;-1,05%;;
103;01.06.2018;9632,4;9544,7;9677,5;9529;238.95M;1,76%;;
102;04.06.2018;9750,3;9716,3;9830,7;9686,8;193.67M;1,22%;;
101;05.06.2018;9686,4;9730,6;9812,9;9686,4;183.42M;-0,66%;;
100;06.06.2018;9791,6;9702,7;9793,8;9654,4;202.43M;1,09%;;
99;07.06.2018;9829;9844,2;9940,6;9814,8;190.78M;0,38%;;
98;08.06.2018;9746,3;9762,7;9772,2;9713,2;176.05M;-0,84%;;
97;11.06.2018;9898,3;9835;9915,2;9799,1;199.95M;1,56%;;
96;12.06.2018;9914,4;9940,6;9961,6;9901,6;158.18M;0,16%;;
95;13.06.2018;9899,1;9900,2;9923,9;9838,3;172.85M;-0,15%;;
94;14.06.2018;9957,7;9862,4;9973,9;9836,5;180.25M;0,59%;;
93;15.06.2018;9851;9980,1;9985,9;9798,9;377.07M;-1,07%;;
92;18.06.2018;9769,4;9818;9859,5;9717;145.64M;-0,83%;;
91;19.06.2018;9755,4;9656,6;9782,6;9598,5;172.89M;-0,14%;;
90;20.06.2018;9788,9;9835;9876,8;9788,9;164.70M;0,34%;;
89;21.06.2018;9702,1;9824,4;9844;9683,4;161.70M;-0,89%;;
88;22.06.2018;9792,1;9738,9;9799,5;9724,9;155.31M;0,93%;;
87;25.06.2018;9617,9;9711,4;9737,9;9617,9;151.25M;-1,78%;;
86;26.06.2018;9637,4;9670,3;9699,8;9619,1;158.75M;0,20%;;
85;27.06.2018;9658,6;9636,6;9723,9;9506,6;182.58M;0,22%;;
84;28.06.2018;9589;9603,6;9669,2;9541,9;144.70M;-0,72%;;
83;29.06.2018;9622,7;9671,1;9741,3;9620,3;200.36M;0,35%;;
82;02.07.2018;9558,3;9526,3;9591;9443,5;153.11M;-0,67%;;
81;03.07.2018;9660,9;9591,6;9693,4;9556,1;134.42M;1,07%;;
80;04.07.2018;9757,5;9643,8;9767,2;9642,8;137.32M;1,00%;;
79;05.07.2018;9866,2;9773,5;9919,5;9773,5;184.52M;1,11%;;
78;06.07.2018;9905;9905;9926,9;9833,2;166.58M;0,39%;;
77;09.07.2018;9927;9923,5;9971,6;9912,7;130.08M;0,22%;;
76;10.07.2018;9889,3;9935,6;9938;9873,3;147.68M;-0,38%;;
75;11.07.2018;9733,6;9822,5;9833,4;9733,6;175.89M;-1,57%;;
74;12.07.2018;9767,4;9774,8;9784,8;9694,4;128.90M;0,35%;;
73;13.07.2018;9734,8;9807,5;9807,5;9717,6;132.53M;-0,33%;;
72;16.07.2018;9716,9;9733,6;9781,1;9697,1;113.17M;-0,18%;;
71;17.07.2018;9719,4;9716,4;9759,5;9643,9;175.05M;0,03%;;
70;18.07.2018;9753,2;9739,1;9753,2;9672,7;143.48M;0,35%;;
69;19.07.2018;9721,1;9748,9;9796,7;9696,2;147.19M;-0,33%;;
68;20.07.2018;9724,8;9710,4;9751,3;9654,3;162.18M;0,04%;;
67;23.07.2018;9726,1;9699,7;9747,6;9661,4;116.98M;0,01%;;
66;24.07.2018;9773,1;9775,9;9820,1;9753,9;160.66M;0,48%;;
65;25.07.2018;9703,1;9769,8;9771,7;9686,2;149.29M;-0,72%;;
64;26.07.2018;9780;9741,2;9789,7;9732,5;184.76M;0,79%;;
63;27.07.2018;9867,9;9781,6;9896;9775,9;230.69M;0,90%;;
62;30.07.2018;9854,1;9827,9;9905,3;9825,1;140.60M;-0,14%;;
61;31.07.2018;9870,7;9846,2;9924,4;9843,5;203.08M;0,17%;;
60;01.08.2018;9799,3;9871,1;9902,3;9795,1;136.28M;-0,72%;;
59;02.08.2018;9698,2;9765,9;9783,8;9666,6;196.96M;-1,03%;;
58;03.08.2018;9739,8;9710,3;9762,7;9671,2;146.43M;0,43%;;
57;06.08.2018;9722,7;9758,4;9788,4;9699,3;114.09M;-0,18%;;
56;07.08.2018;9772,8;9751,8;9813,6;9743,4;101.97M;0,52%;;
55;08.08.2018;9747,1;9763,9;9794;9700,4;107.99M;-0,26%;;
54;09.08.2018;9754,6;9745,2;9756,7;9693,2;108.33M;0,08%;;
53;10.08.2018;9602,1;9669,6;9675,6;9557,4;224.94M;-1,56%;;
52;13.08.2018;9530,4;9543,8;9558,4;9475,1;177.47M;-0,75%;;
51;14.08.2018;9507;9574,8;9596,3;9476,9;164.12M;-0,25%;;
50;15.08.2018;9386,8;9537;9547,6;9339,5;163.61M;-1,26%;;
49;16.08.2018;9427,4;9440,8;9458,9;9384,7;138.15M;0,43%;;
48;17.08.2018;9417,3;9450,3;9457;9357,6;141.12M;-0,11%;;
47;20.08.2018;9468,6;9448,9;9512,5;9437,1;95.32M;0,54%;;
46;21.08.2018;9549;9465,9;9591;9459,4;110.66M;0,85%;;
45;22.08.2018;9580,2;9535,5;9595,4;9512,4;114.12M;0,33%;;
44;23.08.2018;9567,3;9592,5;9630,2;9556,2;93.56M;-0,13%;;
43;24.08.2018;9589,5;9559,7;9625,8;9559,7;99.42M;0,23%;;
42;27.08.2018;9659,8;9631,6;9662,7;9596,2;79.60M;0,73%;;
41;28.08.2018;9606,5;9667,6;9671,1;9598,4;114.91M;-0,55%;;
40;29.08.2018;9569,5;9585,7;9597,1;9502,3;104.42M;-0,39%;;
39;30.08.2018;9467,6;9546,1;9574,1;9445,1;144.31M;-1,06%;;
38;31.08.2018;9399,1;9466,3;9470,6;9375,1;172.66M;-0,72%;;
37;03.09.2018;9376,1;9387,7;9421,6;9356,1;89.35M;-0,24%;;
36;04.09.2018;9376,3;9414,7;9436,1;9308,7;159.84M;0,00%;;
35;05.09.2018;9301,3;9353,2;9377,6;9301,3;180.70M;-0,80%;;
34;06.09.2018;9208,7;9267,7;9291,8;9208,2;160.95M;-1,00%;;
33;07.09.2018;9171,2;9209,2;9237,9;9111,1;162.08M;-0,41%;;
32;10.09.2018;9270,8;9173;9300,9;9161;144.74M;1,09%;;
31;11.09.2018;9284,1;9301,1;9302,5;9211,8;122.17M;0,14%;;
30;12.09.2018;9306,8;9286,5;9319,7;9248,7;130.32M;0,24%;;
29;13.09.2018;9329,2;9308;9387,1;9296,7;159.38M;0,24%;;
28;14.09.2018;9365,3;9359,4;9378,3;9324,2;132.23M;0,39%;;
27;17.09.2018;9404,6;9350,3;9434,4;9349,9;147.15M;0,42%;;
26;18.09.2018;9447,5;9406,7;9453,6;9385,8;141.91M;0,46%;;
25;19.09.2018;9486,3;9464,4;9502,9;9422,4;205.65M;0,41%;;
24;20.09.2018;9583,7;9489,5;9607;9488,3;232.06M;1,03%;;
23;21.09.2018;9590,4;9614,3;9665,4;9563,3;408.47M;0,07%;;
22;24.09.2018;9512,8;9549,9;9586;9499,9;142.11M;-0,81%;;
21;25.09.2018;9493,6;9524,8;9568;9480,4;141.86M;-0,20%;;
20;26.09.2018;9524,8;9519,6;9530,3;9471,1;136.92M;0,33%;;
19;27.09.2018;9527,5;9492,5;9542,8;9406,8;151.51M;0,03%;;
18;28.09.2018;9389,2;9468;9468,9;9299,6;243.63M;-1,45%;;
17;01.10.2018;9407;9384,3;9475,2;9367,6;155.28M;0,19%;;
16;02.10.2018;9305,5;9349,1;9356,1;9285,1;187.25M;-1,08%;;
15;03.10.2018;9361,1;9360,6;9424,7;9300,8;156.82M;0,60%;;
14;04.10.2018;9314,5;9349;9378,7;9304,7;170.70M;-0,50%;;
13;05.10.2018;9253,9;9318,1;9318,1;9239,9;133.29M;-0,65%;;
12;08.10.2018;9199,2;9227,1;9243;9167,4;140.67M;-0,59%;;
11;09.10.2018;9260,5;9231,7;9283,3;9136,2;171.34M;0,67%;;
10;10.10.2018;9162,9;9243,2;9273;9158,8;177.15M;-1,05%;;
9;11.10.2018;9007,9;9018,4;9121;8970,8;238.99M;-1,69%;;
8;12.10.2018;8902;9094,7;9098,1;8897,5;168.95M;-1,18%;;
7;15.10.2018;8923,7;8883,1;8936,5;8849,4;169.65M;0,24%;;
6;16.10.2018;9074,7;8967,8;9096,8;8934;200.18M;1,69%;;
5;17.10.2018;8997,2;9113,4;9140,3;8967,1;185.71M;-0,85%;;
4;18.10.2018;8889,6;8970,7;9063,8;8887,9;313.57M;-1,20%;;
3;19.10.2018;8892,1;8874,7;8960,2;8768,6;349.74M;0,03%;;
2;22.10.2018;8806,50;8997,7;9013,1;8796,3;197.33M;-0,96%;;
1;23.10.2018;8726,1;8715,4;8781,9;8681,7;249.66M;-0,91%;;
